Opened file "C:\Users\JohnvanderVUURST\gsr_experiment30.csv"00:13;M;1;0;0.0;Infinity
00:13;M;2;0;0.0;Infinity
00:13;M;3;0;0.0;Infinity
00:13;M;4;0;0.0;Infinity
00:14;M;5;0;0.0;Infinity
00:14;M;6;0;0.0;Infinity
00:14;M;7;0;0.0;Infinity
00:14;M;8;0;0.0;Infinity
00:14;M;9;0;0.0;Infinity
00:14;M;10;0;0.0;Infinity
00:14;M;11;0;0.0;Infinity
00:14;M;12;0;0.0;Infinity
00:14;M;13;0;0.0;Infinity
00:14;M;14;0;0.0;Infinity
00:15;M;15;0;0.0;Infinity
00:15;M;16;0;0.0;Infinity
00:15;M;17;131;0.63964844;78.16794
00:15;M;18;200;0.9765625;51.2
00:15;M;19;208;1.015625;49.23077
00:15;M;20;213;1.0400391;48.07512
00:15;M;21;216;1.0546875;47.407406
00:15;M;22;219;1.0693359;46.75799
00:15;M;23;220;1.0742188;46.545456
00:15;M;24;222;1.0839844;46.12613
00:16;M;25;220;1.0742188;46.545456
00:16;M;26;168;0.8203125;60.952385
00:16;M;27;159;0.7763672;64.40251
00:16;M;28;161;0.7861328;63.60248
00:16;M;29;163;0.79589844;62.822086
00:16;M;30;165;0.80566406;62.060608
00:16;M;31;167;0.8154297;61.317368
00:16;M;32;166;0.8105469;61.68675
00:16;M;33;166;0.8105469;61.68675
00:16;M;34;171;0.83496094;59.88304
00:17;M;35;170;0.8300781;60.23529
00:17;M;36;166;0.8105469;61.68675
00:17;M;37;165;0.80566406;62.060608
00:17;M;38;158;0.7714844;64.81013
00:17;M;39;145;0.7080078;70.62069
00:17;M;40;149;0.72753906;68.72484
00:17;M;41;137;0.6689453;74.74452
00:17;M;42;145;0.7080078;70.62069
00:17;M;43;152;0.7421875;67.36842
00:17;M;44;156;0.76171875;65.64103
00:18;M;45;161;0.7861328;63.60248
00:18;M;46;165;0.80566406;62.060608
00:18;M;47;168;0.8203125;60.952385
00:18;M;48;169;0.8251953;60.591717
00:18;M;49;168;0.8203125;60.952385
00:18;M;50;168;0.8203125;60.952385
00:18;M;51;168;0.8203125;60.952385
00:18;M;52;168;0.8203125;60.952385
00:18;M;53;167;0.8154297;61.317368
00:18;M;54;167;0.8154297;61.317368
00:19;M;55;167;0.8154297;61.317368
00:19;M;56;167;0.8154297;61.317368
00:19;M;57;167;0.8154297;61.317368
00:19;M;58;166;0.8105469;61.68675
00:19;M;59;167;0.8154297;61.317368
00:19;M;60;166;0.8105469;61.68675
00:19;M;61;167;0.8154297;61.317368
00:19;M;62;167;0.8154297;61.317368
00:19;M;63;167;0.8154297;61.317368
00:19;M;64;167;0.8154297;61.317368
00:20;M;65;168;0.8203125;60.952385
00:20;M;66;168;0.8203125;60.952385
00:20;M;67;167;0.8154297;61.317368
00:20;M;68;168;0.8203125;60.952385
00:20;M;69;168;0.8203125;60.952385
00:20;M;70;169;0.8251953;60.591717
00:20;M;71;169;0.8251953;60.591717
00:20;M;72;169;0.8251953;60.591717
00:20;M;73;169;0.8251953;60.591717
00:20;M;74;170;0.8300781;60.23529
00:21;M;75;173;0.84472656;59.19075
00:21;M;76;174;0.8496094;58.850574
00:21;M;77;174;0.8496094;58.850574
00:21;M;78;175;0.8544922;58.514286
00:21;M;79;175;0.8544922;58.514286
00:21;M;80;175;0.8544922;58.514286
00:21;M;81;175;0.8544922;58.514286
00:21;M;82;173;0.84472656;59.19075
00:21;M;83;171;0.83496094;59.88304
00:21;M;84;171;0.83496094;59.88304
00:22;M;85;171;0.83496094;59.88304
00:22;M;86;169;0.8251953;60.591717
00:22;M;87;169;0.8251953;60.591717
00:22;M;88;168;0.8203125;60.952385
00:22;M;89;168;0.8203125;60.952385
00:22;M;90;165;0.80566406;62.060608
00:22;M;91;157;0.76660156;65.22293
00:22;M;92;153;0.7470703;66.92811
00:22;M;93;152;0.7421875;67.36842
00:22;M;94;153;0.7470703;66.92811
00:23;M;95;159;0.7763672;64.40251
00:23;M;96;163;0.79589844;62.822086
00:23;M;97;160;0.78125;64.0
00:23;M;98;157;0.76660156;65.22293
00:23;M;99;156;0.76171875;65.64103
00:23;M;100;156;0.76171875;65.64103
00:23;M;101;157;0.76660156;65.22293
00:23;M;102;158;0.7714844;64.81013
00:23;M;103;159;0.7763672;64.40251
00:23;M;104;161;0.7861328;63.60248
00:24;M;105;162;0.7910156;63.20988
00:24;M;106;165;0.80566406;62.060608
00:24;M;107;166;0.8105469;61.68675
00:24;M;108;168;0.8203125;60.952385
00:24;M;109;169;0.8251953;60.591717
00:24;M;110;171;0.83496094;59.88304
00:24;M;111;172;0.83984375;59.53488
00:24;M;112;174;0.8496094;58.850574
00:24;M;113;175;0.8544922;58.514286
00:24;M;114;171;0.83496094;59.88304
00:25;M;115;170;0.8300781;60.23529
00:25;M;116;171;0.83496094;59.88304
00:25;M;117;172;0.83984375;59.53488
00:25;M;118;173;0.84472656;59.19075
00:25;M;119;174;0.8496094;58.850574
00:25;M;120;173;0.84472656;59.19075
00:25;M;121;173;0.84472656;59.19075
00:25;M;122;175;0.8544922;58.514286
00:25;M;123;178;0.8691406;57.52809
00:25;M;124;179;0.87402344;57.206703
00:26;M;125;180;0.87890625;56.88889
00:26;M;126;180;0.87890625;56.88889
00:26;M;127;181;0.88378906;56.574585
00:26;M;128;182;0.8886719;56.26374
00:26;M;129;184;0.8984375;55.652172
00:26;M;130;185;0.9033203;55.351353
00:26;M;131;187;0.91308594;54.75936
00:26;M;132;187;0.91308594;54.75936
00:26;M;133;187;0.91308594;54.75936
00:26;M;134;191;0.9326172;53.612564
00:27;M;135;190;0.9277344;53.894733
00:27;M;136;190;0.9277344;53.894733
00:27;M;137;190;0.9277344;53.894733
00:27;M;138;190;0.9277344;53.894733
00:27;M;139;191;0.9326172;53.612564
00:27;M;140;191;0.9326172;53.612564
00:27;M;141;192;0.9375;53.333336
00:27;M;142;192;0.9375;53.333336
00:27;M;143;192;0.9375;53.333336
00:27;M;144;193;0.9423828;53.056995
00:28;M;145;194;0.9472656;52.78351
00:28;M;146;194;0.9472656;52.78351
00:28;M;147;195;0.95214844;52.512817
00:28;M;148;195;0.95214844;52.512817
00:28;M;149;195;0.95214844;52.512817
00:28;M;150;195;0.95214844;52.512817
00:28;M;151;196;0.95703125;52.244896
00:28;M;152;196;0.95703125;52.244896
00:28;M;153;196;0.95703125;52.244896
00:28;M;154;196;0.95703125;52.244896
00:29;M;155;196;0.95703125;52.244896
00:29;M;156;196;0.95703125;52.244896
00:29;M;157;195;0.95214844;52.512817
00:29;M;158;195;0.95214844;52.512817
00:29;M;159;194;0.9472656;52.78351
00:29;M;160;196;0.95703125;52.244896
00:29;M;161;196;0.95703125;52.244896
00:29;M;162;197;0.96191406;51.9797
00:29;M;163;195;0.95214844;52.512817
00:29;M;164;194;0.9472656;52.78351
00:30;M;165;193;0.9423828;53.056995
00:30;M;166;193;0.9423828;53.056995
00:30;M;167;188;0.91796875;54.468082
00:30;M;168;180;0.87890625;56.88889
00:30;M;169;177;0.8642578;57.853107
00:30;M;170;185;0.9033203;55.351353
00:30;M;171;201;0.9814453;50.945274
00:30;M;172;208;1.015625;49.23077
00:30;M;173;208;1.015625;49.23077
00:30;M;174;201;0.9814453;50.945274
00:31;M;175;193;0.9423828;53.056995
00:31;M;176;191;0.9326172;53.612564
00:31;M;177;191;0.9326172;53.612564
00:31;M;178;193;0.9423828;53.056995
00:31;M;179;193;0.9423828;53.056995
00:31;M;180;169;0.8251953;60.591717
00:31;M;181;181;0.88378906;56.574585
00:31;M;182;195;0.95214844;52.512817
00:31;M;183;199;0.9716797;51.457287
00:31;M;184;201;0.9814453;50.945274
00:32;M;185;199;0.9716797;51.457287
00:32;M;186;194;0.9472656;52.78351
00:32;M;187;191;0.9326172;53.612564
00:32;M;188;191;0.9326172;53.612564
00:32;M;189;186;0.9082031;55.053764
00:32;M;190;180;0.87890625;56.88889
00:32;M;191;178;0.8691406;57.52809
00:32;M;192;176;0.859375;58.181816
00:32;M;193;176;0.859375;58.181816
00:32;M;194;174;0.8496094;58.850574
00:33;M;195;171;0.83496094;59.88304
00:33;M;196;171;0.83496094;59.88304
00:33;M;197;170;0.8300781;60.23529
00:33;M;198;169;0.8251953;60.591717
00:33;M;199;171;0.83496094;59.88304
00:33;M;200;172;0.83984375;59.53488
00:33;M;201;171;0.83496094;59.88304
00:33;M;202;171;0.83496094;59.88304
00:33;M;203;170;0.8300781;60.23529
00:33;M;204;170;0.8300781;60.23529
00:34;M;205;171;0.83496094;59.88304
00:34;M;206;173;0.84472656;59.19075
00:34;M;207;172;0.83984375;59.53488
00:34;M;208;171;0.83496094;59.88304
00:34;M;209;170;0.8300781;60.23529
00:34;M;210;171;0.83496094;59.88304
00:34;M;211;171;0.83496094;59.88304
00:34;M;212;170;0.8300781;60.23529
00:34;M;213;169;0.8251953;60.591717
00:34;M;214;168;0.8203125;60.952385
00:35;M;215;168;0.8203125;60.952385
00:35;M;216;168;0.8203125;60.952385
00:35;M;217;167;0.8154297;61.317368
00:35;M;218;168;0.8203125;60.952385
00:35;M;219;168;0.8203125;60.952385
00:35;M;220;168;0.8203125;60.952385
00:35;M;221;169;0.8251953;60.591717
00:35;M;222;169;0.8251953;60.591717
00:35;M;223;170;0.8300781;60.23529
00:35;M;224;170;0.8300781;60.23529
00:36;M;225;171;0.83496094;59.88304
00:36;M;226;171;0.83496094;59.88304
00:36;M;227;170;0.8300781;60.23529
00:36;M;228;170;0.8300781;60.23529
00:36;M;229;170;0.8300781;60.23529
00:36;M;230;171;0.83496094;59.88304
00:36;M;231;171;0.83496094;59.88304
00:36;M;232;171;0.83496094;59.88304
00:36;M;233;171;0.83496094;59.88304
00:36;M;234;171;0.83496094;59.88304
00:37;M;235;171;0.83496094;59.88304
00:37;M;236;170;0.8300781;60.23529
00:37;M;237;171;0.83496094;59.88304
00:37;M;238;171;0.83496094;59.88304
00:37;M;239;170;0.8300781;60.23529
00:37;M;240;169;0.8251953;60.591717
00:37;M;241;170;0.8300781;60.23529
00:37;M;242;171;0.83496094;59.88304
00:37;M;243;172;0.83984375;59.53488
00:37;M;244;172;0.83984375;59.53488
00:38;M;245;171;0.83496094;59.88304
00:38;M;246;172;0.83984375;59.53488
00:38;M;247;172;0.83984375;59.53488
00:38;M;248;173;0.84472656;59.19075
00:38;M;249;173;0.84472656;59.19075
00:38;M;250;174;0.8496094;58.850574
00:38;M;251;174;0.8496094;58.850574
00:38;M;252;174;0.8496094;58.850574
00:38;M;253;173;0.84472656;59.19075
00:38;M;254;173;0.84472656;59.19075
00:39;M;255;173;0.84472656;59.19075
00:39;M;256;173;0.84472656;59.19075
00:39;M;257;173;0.84472656;59.19075
00:39;M;258;174;0.8496094;58.850574
