0:00;M;1;0;0;0;0;;;
0:00;M;2;0;0;0;0;;;
0:00;M;3;0;0;0;0;;;
0:00;M;4;0;0;0;0;;;
0:00;M;5;0;0;0;0;;;
0:00;M;6;0;0;0;0;;;
0:00;M;7;0;0;0;0;;;
0:00;M;8;0;0;0;0;;;
0:00;M;9;0;0;0;0;;;
0:01;M;10;0;0;0;0;;;
0:01;M;11;0;0;0;0;;;
0:01;M;12;0;0;0;0;;;
0:01;M;13;0;0;0;0;;;
0:01;M;14;0;0;0;0;;;
0:01;M;15;0;0;0;0;;;
0:01;M;16;0;0;0;0;;;
0:01;M;17;0;0;0;0;;;
0:01;M;18;9;0,043945313;0,087890625;1137,777778;;eerste minuut;599,5475715
0:01;M;19;21;0,102539063;0,205078125;487,6190476;;tweede minuut;496,2979189
0:02;M;20;20;0,09765625;0,1953125;512;;;
0:02;M;21;3;0,014648438;0,029296875;3413,333333;;;
0:02;M;22;252;1,23046875;2,4609375;40,63492063;;;
0:02;M;23;242;1,181640625;2,36328125;42,31404959;;;
0:02;M;24;227;1,108398438;2,216796875;45,11013216;;;
0:02;M;25;225;1,098632813;2,197265625;45,51111111;;;
0:02;M;26;223;1,088867188;2,177734375;45,91928251;;;
0:02;M;27;234;1,142578125;2,28515625;43,76068376;;;
0:02;M;28;239;1,166992188;2,333984375;42,84518828;;;
0:02;M;29;242;1,181640625;2,36328125;42,31404959;;;
0:03;M;30;254;1,240234375;2,48046875;40,31496063;;;
0:03;M;31;255;1,245117188;2,490234375;40,15686275;;;
0:03;M;32;6;0,029296875;0,05859375;1706,666667;;;
0:03;M;33;12;0,05859375;0,1171875;853,3333333;;;
0:03;M;34;27;0,131835938;0,263671875;379,2592593;;;
0:03;M;35;38;0,185546875;0,37109375;269,4736842;;;
0:03;M;36;32;0,15625;0,3125;320;;;
0:03;M;37;32;0,15625;0,3125;320;;;
0:03;M;38;28;0,13671875;0,2734375;365,7142857;;;
0:03;M;39;21;0,102539063;0,205078125;487,6190476;;;
0:04;M;40;2;0,009765625;0,01953125;5120;;;
0:04;M;41;239;1,166992188;2,333984375;42,84518828;;;
0:04;M;42;227;1,108398438;2,216796875;45,11013216;;;
0:04;M;43;209;1,020507813;2,041015625;48,99521531;;;
0:04;M;44;231;1,127929688;2,255859375;44,32900433;;;
0:04;M;45;239;1,166992188;2,333984375;42,84518828;;;
0:04;M;46;239;1,166992188;2,333984375;42,84518828;;;
0:04;M;47;216;1,0546875;2,109375;47,40740741;;;
